	Joy	Anger	Sadness	Fear	Disgust
statek	     2.808	     1.301	     1.337	     1.471	     1.236
status	     1.981	     1.439	     1.382	     1.634	     1.390
staw	     2.843	     1.262	     1.300	     1.300	     1.274
stawka	     2.517	     1.599	     1.496	     2.095	     1.398
staż	     2.614	     1.639	     1.516	     1.754	     1.478
step	     2.579	     1.307	     1.331	     1.319	     1.233
stepy	     2.485	     1.242	     1.234	     1.225	     1.268
ster	     2.587	     1.348	     1.377	     1.594	     1.258
stereofoniczny	     2.334	     1.677	     1.612	     1.862	     1.469
sterowny	     2.036	     1.382	     1.279	     1.346	     1.440
stęchły	     1.253	     2.213	     2.819	     2.502	     2.160
stłumiony	     1.310	     2.122	     2.581	     2.458	     2.063
sto	     2.371	     1.527	     1.491	     1.673	     1.390
stodoła	     2.017	     1.449	     1.408	     1.594	     1.435
stojak	     2.028	     1.327	     1.276	     1.305	     1.405
stołek	     1.842	     1.387	     1.372	     1.481	     1.454
stonoga	     1.750	     1.734	     1.855	     2.028	     1.811
stopa	     1.793	     1.473	     1.446	     1.583	     1.433
stopić	     1.747	     1.673	     1.582	     1.792	     1.569
stopień	     2.149	     1.552	     1.529	     1.690	     1.458
storczyk	     3.113	     1.189	     1.311	     1.256	     1.214
stos	     1.680	     1.774	     1.839	     2.028	     1.760
stosunek płciowy	     3.634	     1.461	     1.482	     1.874	     1.317
stożek	     1.791	     1.372	     1.328	     1.431	     1.446
stół	     2.338	     1.340	     1.347	     1.515	     1.288
strach	     1.176	     2.613	     3.196	     3.121	     2.900
strachliwy	     1.266	     2.525	     2.544	     2.454	     2.332
stracony	     1.227	     2.493	     2.848	     2.574	     2.283
stragan	     2.216	     1.676	     1.561	     1.944	     1.540
strajkować	     1.582	     2.304	     2.110	     2.703	     2.274
strapiony	     1.425	     2.369	     2.332	     2.472	     2.218
straszny	     1.229	     3.166	     2.731	     3.201	     2.445
straszydło	     1.408	     2.553	     2.164	     2.181	     2.422
strata	     1.202	     2.594	     2.907	     2.850	     2.439
strefa	     2.269	     1.324	     1.321	     1.502	     1.276
stres	     1.177	     2.876	     3.174	     3.293	     2.807
strofa	     1.747	     1.437	     1.431	     1.575	     1.366
stromy	     1.871	     1.884	     1.885	     2.143	     1.732
strona	     2.024	     1.353	     1.355	     1.379	     1.268
stronić	     1.631	     1.648	     1.773	     1.944	     1.801
stronnictwo	     1.590	     2.180	     1.974	     2.228	     1.905
stronniczość	     1.449	     2.541	     1.990	     2.077	     2.329
struktura	     2.191	     1.384	     1.389	     1.550	     1.310
strych	     2.754	     1.423	     1.379	     1.542	     1.376
strzał	     1.776	     2.242	     1.828	     2.606	     1.939
strzałka	     2.437	     1.389	     1.372	     1.522	     1.283
strzelać	     1.834	     2.456	     1.890	     2.633	     1.872
strzęp	     1.473	     2.045	     2.088	     2.216	     2.137
strzykawka	     1.351	     2.872	     2.149	     2.189	     2.390
student	     3.440	     1.463	     1.441	     1.781	     1.324
stukać	     1.966	     1.761	     1.973	     2.129	     1.725
stuknąć	     1.624	     1.878	     1.775	     2.102	     1.844
stworzyć	     3.459	     1.424	     1.409	     1.641	     1.227
styl	     2.635	     1.450	     1.483	     1.704	     1.262
stypendium	     3.829	     1.394	     1.387	     1.546	     1.198
stypendysta	     3.466	     1.413	     1.436	     1.577	     1.233
subtelny	     3.612	     1.169	     1.339	     1.377	     1.182
suchar	     2.262	     1.485	     1.471	     1.646	     1.476
suchy	     1.718	     1.523	     1.617	     1.753	     1.591
sufit	     1.924	     1.410	     1.393	     1.523	     1.338
suka	     1.348	     2.889	     2.614	     3.072	     2.432
sukces	     4.144	     1.336	     1.335	     1.559	     1.153
sukienka	     3.235	     1.401	     1.484	     1.565	     1.319
suknia	     3.046	     1.562	     1.568	     1.722	     1.371
sułtan	     2.271	     1.726	     1.543	     1.912	     1.457
suma	     2.710	     1.367	     1.401	     1.499	     1.289
sumienie	     2.372	     1.567	     1.466	     1.862	     1.510
sumienność	     3.619	     1.395	     1.398	     1.651	     1.209
surfować	     3.123	     1.439	     1.502	     1.665	     1.280
surowy	     1.578	     2.289	     1.941	     2.499	     2.001
suszarka do włosów	     2.221	     1.407	     1.432	     1.590	     1.374
sutanna	     1.705	     1.572	     1.661	     1.874	     1.664
sutek	     2.703	     1.616	     1.471	     1.725	     1.403
sutener	     1.380	     2.770	     2.117	     2.377	     2.331
suwać	     1.772	     1.656	     1.741	     1.984	     1.799
suwak	     1.831	     1.459	     1.396	     1.576	     1.493
swada	     1.836	     1.660	     1.603	     1.767	     1.665
sweter	     2.256	     1.274	     1.247	     1.279	     1.332
swędzenie	     1.248	     2.650	     2.733	     2.812	     2.311
swoboda	     3.787	     1.373	     1.343	     1.558	     1.156
syfilis	     1.140	     2.663	     3.085	     3.382	     3.047
sygnalizować	     2.354	     1.702	     1.515	     2.005	     1.417
sygnał	     2.177	     1.593	     1.503	     1.805	     1.404
sympatyczny	     3.564	     1.464	     1.600	     1.593	     1.240
syn	     3.520	     1.288	     1.468	     1.492	     1.189
syrop	     1.914	     1.340	     1.320	     1.358	     1.389
system	     1.803	     1.600	     1.454	     1.637	     1.562
systematyczność	     3.018	     1.354	     1.439	     1.565	     1.242
szabla	     2.433	     1.705	     1.497	     2.209	     1.452
szachy	     2.490	     1.361	     1.355	     1.637	     1.254
szacunek	     3.940	     1.375	     1.461	     1.611	     1.192
szafir	     3.242	     1.385	     1.466	     1.671	     1.284
szafka	     2.278	     1.325	     1.279	     1.468	     1.265
szafot	     1.520	     2.396	     2.081	     2.193	     2.404
szaleniec	     1.344	     2.968	     2.508	     2.892	     2.246
szaleństwo	     2.635	     1.783	     1.730	     2.105	     1.648
szalik	     2.673	     1.232	     1.298	     1.275	     1.293
szalony	     2.733	     1.655	     1.643	     2.089	     1.569
szalotka	     2.909	     1.355	     1.357	     1.367	     1.257
szał	     1.581	     2.643	     2.335	     2.901	     2.133
szałas	     2.416	     1.240	     1.239	     1.239	     1.255
szambo	     1.205	     2.236	     2.910	     2.795	     2.467
szampański	     3.634	     1.432	     1.418	     1.799	     1.282
szampon	     2.469	     1.297	     1.251	     1.388	     1.244
szansa	     3.838	     1.367	     1.372	     1.482	     1.188
szantaż	     1.199	     3.172	     2.690	     3.247	     2.722
szarpać	     1.357	     2.775	     2.436	     2.840	     2.314
szarpnięcie	     1.559	     2.468	     2.179	     2.572	     2.115
szary	     1.786	     1.543	     1.659	     1.633	     1.563
szarża	     2.505	     1.729	     1.548	     2.258	     1.440
szatan	     1.297	     3.113	     2.544	     3.343	     2.641
szczegół	     2.433	     1.531	     1.449	     1.624	     1.354
szczekać	     1.861	     1.891	     1.875	     2.267	     1.701
szczelina	     1.791	     1.518	     1.577	     1.768	     1.707
szczeniak	     3.075	     1.397	     1.454	     1.575	     1.278
szczerość	     4.175	     1.278	     1.409	     1.403	     1.138
szczery	     3.792	     1.454	     1.568	     1.577	     1.197
szczęka	     1.879	     1.716	     1.624	     1.989	     1.627
szczęście	     4.331	     1.276	     1.364	     1.482	     1.147
szczęśliwy	     4.287	     1.293	     1.386	     1.512	     1.128
szczotka	     2.158	     1.668	     1.563	     1.873	     1.594
szczupak	     2.144	     1.531	     1.501	     1.651	     1.449
szczupły	     2.942	     1.523	     1.546	     1.718	     1.335
szczur	     1.504	     2.201	     1.959	     2.210	     2.524
szczypce	     1.658	     1.961	     1.805	     2.169	     1.854
szczypta	     2.047	     1.451	     1.428	     1.451	     1.482
szczyt	     3.477	     1.401	     1.371	     1.685	     1.210
szczyt formy	     3.806	     1.499	     1.498	     1.682	     1.236
szef	     2.096	     2.010	     1.732	     2.413	     1.673
szef kuchni	     3.032	     1.418	     1.401	     1.668	     1.207
szejk	     2.262	     1.740	     1.543	     1.932	     1.469
szemrać	     1.539	     2.308	     2.040	     2.147	     2.120
szeptać	     2.149	     1.356	     1.295	     1.345	     1.494
szeroki	     2.008	     1.646	     1.461	     1.746	     1.525
szeroki uśmiech	     4.185	     1.225	     1.353	     1.370	     1.141
szeroko się uśmiechnąć	     4.232	     1.335	     1.382	     1.581	     1.155
szeryf	     2.531	     1.668	     1.493	     1.933	     1.404
szerzyć	     2.439	     1.483	     1.410	     1.682	     1.292
szew	     1.727	     1.684	     1.529	     1.740	     1.576
szkic	     2.772	     1.520	     1.514	     1.697	     1.302
szkielet	     1.713	     1.835	     1.977	     2.078	     1.786
szklany dzwon	     2.190	     1.465	     1.474	     1.640	     1.470
szkło	     1.789	     1.432	     1.408	     1.579	     1.443
szkoda	     1.490	     2.277	     1.910	     2.224	     2.527
szkodnik	     1.250	     2.598	     2.421	     2.466	     2.563
szkoła	     2.284	     1.729	     1.571	     1.981	     1.588
szkorbut	     1.226	     2.309	     2.833	     2.540	     2.286
szlachetność	     3.783	     1.401	     1.419	     1.636	     1.179
szlachetny	     3.797	     1.378	     1.369	     1.543	     1.148
szlachta	     2.696	     1.554	     1.395	     2.013	     1.342
szlam	     1.197	     2.399	     2.586	     2.331	     2.289
szlifować	     2.366	     1.577	     1.501	     1.762	     1.318
szloch	     1.241	     2.453	     2.637	     2.448	     2.336
szlochać	     1.173	     2.623	     2.886	     2.765	     2.220
szmaragd	     3.533	     1.349	     1.401	     1.551	     1.197
szmata	     1.216	     2.709	     3.116	     2.955	     2.307
szminka	     2.654	     1.473	     1.433	     1.662	     1.300
sznur	     1.624	     1.804	     1.920	     2.169	     1.773
szok	     1.522	     2.684	     2.207	     2.628	     2.329
szopka	     1.813	     1.396	     1.417	     1.499	     1.531
szorować	     1.557	     2.089	     2.062	     2.202	     2.162
szorstki	     1.457	     2.590	     2.048	     2.061	     2.251
szorty	     2.406	     1.512	     1.521	     1.602	     1.464
szosa	     2.162	     1.471	     1.458	     1.599	     1.386
szpak	     1.832	     1.417	     1.384	     1.479	     1.417
szpatułka	     1.923	     1.353	     1.330	     1.301	     1.394
szpieg	     1.528	     2.384	     1.886	     2.453	     2.096
szpik kostny	     1.940	     1.776	     1.649	     2.049	     1.700
szpinak	     1.947	     1.368	     1.305	     1.431	     1.443
szpital	     1.333	     2.639	     2.248	     2.246	     2.493
szpon	     1.598	     2.367	     1.996	     2.593	     2.139
sztangista	     2.152	     1.770	     1.476	     1.970	     1.487
sztuczka	     3.110	     1.553	     1.477	     1.936	     1.321
sztuczność	     1.229	     2.670	     2.518	     2.489	     2.494
sztuczny jedwab	     1.775	     1.453	     1.501	     1.648	     1.486
sztuka	     3.378	     1.330	     1.507	     1.560	     1.223
szturchanie	     1.562	     2.170	     1.971	     2.128	     2.187
szturmować	     1.711	     2.568	     2.044	     2.789	     2.016
sztylet	     1.663	     2.542	     2.058	     2.891	     2.143
sztywny	     1.526	     2.085	     1.889	     2.226	     2.077
szubienica	     1.166	     2.901	     3.194	     3.272	     2.864
szuflada	     2.009	     1.354	     1.336	     1.308	     1.358
szukać	     2.245	     1.724	     1.625	     2.040	     1.513
szumowiny	     1.193	     2.552	     2.551	     2.359	     2.333
Szwajcaria	     2.950	     1.474	     1.476	     1.721	     1.303
Szwecja	     2.942	     1.329	     1.564	     1.544	     1.280
szybki	     3.242	     1.516	     1.439	     1.827	     1.295
szybko	     2.455	     1.636	     1.503	     2.131	     1.393
szybkość	     3.227	     1.450	     1.474	     1.838	     1.307
szyć	     2.603	     1.371	     1.393	     1.424	     1.267
szydełko	     2.149	     1.254	     1.248	     1.347	     1.308
szydełkować	     2.328	     1.286	     1.324	     1.248	     1.297
szyja	     2.320	     1.307	     1.265	     1.452	     1.246
szyk	     2.413	     1.531	     1.505	     1.728	     1.309
szynka	     2.627	     1.295	     1.325	     1.332	     1.311
ściana	     1.860	     1.383	     1.335	     1.367	     1.338
ścieg	     1.736	     1.564	     1.501	     1.671	     1.466
ścieki	     1.357	     2.418	     2.479	     2.404	     2.251
ścierać się	     1.531	     1.884	     1.860	     2.109	     1.999
ścierka	     1.580	     1.947	     2.163	     2.178	     1.849
ściernisko	     1.800	     1.814	     1.975	     1.947	     1.969
ścieżka	     2.873	     1.239	     1.239	     1.263	     1.237
ścięgno	     1.603	     1.770	     1.879	     2.124	     1.775
ścigać się	     2.159	     1.750	     1.623	     2.320	     1.579
ściskać	     2.140	     1.715	     1.673	     2.002	     1.580
ściśle	     1.826	     1.535	     1.463	     1.575	     1.518
ślad	     1.742	     1.458	     1.443	     1.556	     1.449
śledzić	     1.470	     2.406	     2.029	     2.407	     2.053
śledziona	     1.617	     1.714	     1.808	     1.992	     1.778
śledź	     1.860	     1.461	     1.407	     1.575	     1.496
ślepy	     1.236	     2.312	     2.854	     2.460	     2.066
ślepy zaułek	     1.313	     2.333	     2.537	     2.454	     2.254
ślimak	     1.772	     1.580	     1.698	     1.688	     1.581
ślina	     1.719	     1.712	     1.831	     2.024	     1.699
ślinianki przyuszne	     1.739	     1.628	     1.755	     1.908	     1.666
śliwka	     2.928	     1.293	     1.369	     1.349	     1.293
ślizgać	     2.128	     1.585	     1.762	     1.845	     1.691
ślizgać się	     1.980	     1.714	     1.749	     1.946	     1.703
ślub	     3.831	     1.408	     1.417	     1.690	     1.278
śluz	     1.346	     2.259	     2.185	     2.294	     2.341
śmiać się	     4.170	     1.302	     1.416	     1.591	     1.194
śmiałość	     3.579	     1.443	     1.454	     1.686	     1.248
śmiały	     3.442	     1.531	     1.476	     1.848	     1.299
śmiech	     4.040	     1.317	     1.343	     1.515	     1.186
śmieci	     1.277	     2.275	     2.623	     2.388	     2.209
śmieciowy	     1.242	     2.444	     2.614	     2.324	     2.288
śmieć	     1.212	     2.602	     2.929	     2.611	     2.266
śmierć	     1.153	     2.715	     3.367	     3.553	     2.846
śmierdzieć	     1.109	     2.669	     3.150	     3.213	     2.997
śmiertelny	     1.167	     2.819	     3.179	     3.282	     2.813
śmieszność	     1.914	     2.032	     1.939	     2.350	     1.905
śmieszny	     3.742	     1.429	     1.454	     1.783	     1.302
śmietniczka	     1.516	     1.998	     2.258	     2.175	     1.874
śmietnik	     1.447	     2.296	     1.937	     2.235	     2.524
śnić	     3.509	     1.322	     1.440	     1.532	     1.234
śnieg	     2.912	     1.343	     1.360	     1.365	     1.320
śnieżyć	     2.311	     1.676	     1.581	     1.830	     1.600
śpiączka	     1.204	     2.246	     2.913	     2.520	     2.167
śpieszyć się	     1.539	     2.577	     2.033	     2.388	     2.190
śpiewać	     3.585	     1.464	     1.495	     1.704	     1.291
średni	     1.954	     1.619	     1.646	     1.797	     1.613
średnia	     1.932	     1.355	     1.343	     1.489	     1.377
środki	     2.077	     1.426	     1.403	     1.516	     1.404
środkowy	     1.742	     1.464	     1.455	     1.594	     1.416
środowisko	     2.835	     1.473	     1.529	     1.523	     1.311
śruba	     1.710	     1.556	     1.503	     1.668	     1.508
świat	     3.425	     1.472	     1.444	     1.652	     1.258
światła samochodowe	     1.833	     1.706	     1.539	     1.809	     1.638
światło	     3.206	     1.493	     1.520	     1.731	     1.319
światło dzienne	     3.549	     1.273	     1.410	     1.517	     1.183
światło słoneczne	     3.646	     1.386	     1.473	     1.500	     1.179
świąteczny	     3.558	     1.477	     1.471	     1.586	     1.275
świątynia	     2.475	     1.496	     1.483	     1.619	     1.303
świecić	     2.831	     1.432	     1.389	     1.727	     1.257
świecić (o Słońcu)	     3.863	     1.368	     1.408	     1.540	     1.164
świeczka	     2.550	     1.354	     1.349	     1.485	     1.282
świerzb	     1.225	     2.514	     3.063	     3.037	     2.558
świeży	     3.695	     1.419	     1.501	     1.593	     1.236
święta	     3.624	     1.323	     1.476	     1.537	     1.246
święto	     3.581	     1.491	     1.541	     1.750	     1.280
świętoszkowaty	     1.441	     1.971	     2.005	     2.057	     2.171
świętować	     3.828	     1.372	     1.360	     1.683	     1.268
święty	     3.057	     1.434	     1.547	     1.724	     1.302
świnia	     1.569	     2.010	     1.897	     2.067	     2.132
świński	     1.532	     2.463	     2.042	     2.192	     2.402
świstać	     1.811	     1.651	     1.656	     1.834	     1.695
świstak	     2.362	     1.352	     1.305	     1.464	     1.364
świt	     3.585	     1.187	     1.401	     1.443	     1.162
tabela	     1.927	     1.406	     1.403	     1.553	     1.353
tablica	     1.813	     1.536	     1.453	     1.617	     1.509
tabu	     1.726	     1.917	     2.042	     2.040	     1.912
tajemnica	     2.827	     1.499	     1.460	     1.688	     1.397
taksówka	     1.937	     1.697	     1.615	     1.886	     1.582
takt	     2.804	     1.527	     1.560	     1.630	     1.275
taktowność	     2.716	     1.533	     1.512	     1.657	     1.296
taktowny	     2.772	     1.483	     1.594	     1.640	     1.241
talent	     3.844	     1.393	     1.431	     1.556	     1.158
talerz	     2.125	     1.354	     1.288	     1.347	     1.419
talia	     2.674	     1.585	     1.521	     1.658	     1.350
talk	     1.808	     1.338	     1.307	     1.423	     1.470
talon	     2.812	     1.512	     1.548	     1.581	     1.380
tama	     2.137	     1.371	     1.383	     1.548	     1.313
tancerz	     3.461	     1.489	     1.400	     1.662	     1.286
tandem	     2.518	     1.404	     1.453	     1.531	     1.301
tandeta	     1.248	     2.337	     2.741	     2.350	     2.047
tango	     3.404	     1.513	     1.433	     1.793	     1.274
tani	     2.910	     1.418	     1.430	     1.551	     1.363
taniec	     3.707	     1.460	     1.487	     1.853	     1.333
tankować	     2.187	     1.662	     1.468	     1.806	     1.406
tankować (alkohol)	     1.697	     2.185	     2.197	     2.578	     2.050
tankowiec	     2.026	     1.740	     1.535	     1.906	     1.533
tańczenie	     3.486	     1.514	     1.523	     1.880	     1.368
tańczyć	     3.728	     1.432	     1.417	     1.762	     1.325
tapeta	     1.815	     1.405	     1.380	     1.494	     1.354
tapetowanie	     1.738	     1.576	     1.501	     1.690	     1.535
taranować	     1.593	     2.345	     1.922	     2.684	     2.101
taras	     2.839	     1.220	     1.286	     1.266	     1.232
tarcza	     2.248	     1.655	     1.464	     1.863	     1.407
tarka	     1.855	     1.388	     1.380	     1.493	     1.431
tarot	     1.617	     1.761	     1.853	     2.078	     1.957
tarta	     2.821	     1.489	     1.522	     1.558	     1.370
tasować	     2.180	     1.597	     1.517	     1.720	     1.462
taxi	     1.749	     1.417	     1.403	     1.516	     1.353
tchórz	     1.217	     2.694	     2.981	     2.737	     2.375
tchórzliwość	     1.247	     2.573	     2.786	     2.641	     2.391
tchórzliwy	     1.257	     2.783	     2.874	     2.793	     2.304
tchórzostwo	     1.192	     2.706	     2.990	     2.853	     2.491
teatralny	     2.916	     1.490	     1.482	     1.783	     1.366
tekst	     2.388	     1.278	     1.236	     1.341	     1.235
tektura	     1.823	     1.370	     1.356	     1.511	     1.475
telewizja	     1.918	     1.584	     1.511	     1.660	     1.541
telewizor	     2.721	     1.528	     1.513	     1.645	     1.317
tembr	     2.345	     1.563	     1.500	     1.817	     1.339
tempo	     2.217	     1.776	     1.625	     2.147	     1.518
tendencja	     2.033	     1.551	     1.505	     1.679	     1.482
tenis	     2.825	     1.362	     1.425	     1.477	     1.259
tenor	     2.296	     1.387	     1.387	     1.574	     1.305
teoria	     2.230	     1.498	     1.457	     1.631	     1.376
tequila	     3.522	     1.407	     1.401	     1.700	     1.272
teraźniejszy	     2.293	     1.573	     1.459	     1.779	     1.366
teren	     2.467	     1.328	     1.320	     1.472	     1.295
termin	     1.692	     1.664	     1.722	     2.016	     1.717
termit	     1.519	     1.980	     2.072	     2.148	     2.010
termometr	     1.697	     1.612	     1.494	     1.638	     1.468
terror	     1.173	     3.311	     3.001	     3.600	     2.912
terrorysta	     1.175	     3.337	     2.825	     3.500	     2.881
test	     1.820	     2.008	     2.000	     2.481	     1.887
testować	     2.305	     1.594	     1.470	     1.813	     1.360
tęcza	     3.589	     1.231	     1.423	     1.389	     1.167
tęgi	     1.559	     2.117	     1.812	     2.236	     1.911
tępota	     1.187	     2.308	     2.882	     2.541	     2.246
tępy	     1.205	     2.432	     2.566	     2.456	     2.427
tęsknić	     1.455	     2.436	     2.552	     2.858	     2.200
tik	     1.516	     2.116	     2.298	     2.408	     2.066
tkać	     1.975	     1.442	     1.443	     1.552	     1.337
tkanina	     2.583	     1.273	     1.249	     1.260	     1.229
tłoczyć się	     1.557	     2.468	     2.183	     2.329	     2.256
tłum	     1.612	     2.384	     2.052	     2.405	     2.091
tłumaczyć	     2.242	     1.665	     1.584	     1.884	     1.444
tłumić	     1.613	     2.224	     2.006	     2.167	     1.991
tłusty	     1.454	     2.441	     2.087	     2.147	     2.429
tłuszcz	     1.419	     2.028	     1.894	     2.011	     2.357
toaleta	     2.038	     1.607	     1.509	     1.686	     1.643
toast	     3.440	     1.492	     1.452	     1.671	     1.291
toczyć	     1.986	     1.503	     1.478	     1.702	     1.479
toga	     2.302	     1.376	     1.367	     1.568	     1.295
toksyczny	     1.182	     2.832	     2.733	     2.675	     2.594
tolerancja	     3.524	     1.323	     1.373	     1.461	     1.181
tolerancyjny	     3.360	     1.379	     1.556	     1.566	     1.242
tolerować	     2.650	     1.573	     1.495	     1.843	     1.315
ton	     2.202	     1.465	     1.459	     1.665	     1.416
tona	     2.263	     1.503	     1.441	     1.569	     1.401
tonacja	     2.531	     1.399	     1.371	     1.548	     1.269
tonąć	     1.159	     2.707	     3.243	     3.178	     2.923
tonik	     2.082	     1.315	     1.287	     1.350	     1.277
top	     2.369	     1.516	     1.512	     1.713	     1.315
topielec	     1.121	     2.685	     3.395	     3.317	     2.782
topór	     1.688	     2.278	     1.887	     2.606	     2.025
tor	     2.122	     1.306	     1.305	     1.404	     1.257
torba	     2.439	     1.291	     1.293	     1.470	     1.249
torf	     2.001	     1.418	     1.319	     1.418	     1.498
tornado	     1.391	     2.906	     2.467	     3.117	     2.455
tort	     3.482	     1.356	     1.472	     1.492	     1.208
tortura	     1.206	     3.118	     3.155	     3.380	     3.157
torturować	     1.171	     3.322	     3.046	     3.600	     2.972
totem	     2.251	     1.622	     1.451	     1.903	     1.368
towary	     2.160	     1.451	     1.446	     1.606	     1.428
towarzyskość	     3.552	     1.371	     1.347	     1.534	     1.229
tożsamość	     2.779	     1.417	     1.397	     1.646	     1.264
trafić	     3.293	     1.439	     1.431	     1.675	     1.251
trafienie	     3.250	     1.549	     1.475	     1.852	     1.294
tragedia	     1.155	     2.727	     3.372	     3.521	     2.823
tramwaj	     2.385	     1.415	     1.428	     1.518	     1.361
trans	     1.981	     1.564	     1.585	     1.751	     1.563
transgresja	     2.099	     1.758	     1.574	     1.991	     1.514
transparent	     2.129	     1.637	     1.471	     1.769	     1.433
transportowanie	     2.273	     1.612	     1.466	     1.774	     1.383
trapez	     2.046	     1.529	     1.467	     1.618	     1.490
trasa	     2.471	     1.497	     1.441	     1.562	     1.355
tratwa	     2.422	     1.408	     1.453	     1.529	     1.306
trauma	     1.151	     2.732	     3.189	     3.393	     2.956
trawa	     2.893	     1.205	     1.249	     1.283	     1.242
trawka	     2.616	     1.535	     1.477	     1.618	     1.445
trawnik	     2.767	     1.293	     1.343	     1.319	     1.323
trąba	     1.950	     1.656	     1.590	     1.816	     1.614
trąbka	     2.284	     1.729	     1.571	     1.981	     1.588
trąd	     1.124	     2.638	     3.187	     3.069	     2.751
trądzik	     1.148	     2.956	     2.848	     2.946	     2.965
trener	     2.823	     1.411	     1.460	     1.778	     1.267
trenować	     3.033	     1.524	     1.436	     1.883	     1.279
trio	     2.099	     1.521	     1.496	     1.608	     1.446
triumf	     3.873	     1.453	     1.382	     1.637	     1.198
trofeum	     3.544	     1.468	     1.487	     1.716	     1.268
tron	     2.951	     1.610	     1.498	     1.954	     1.396
trop	     2.420	     1.546	     1.496	     1.885	     1.304
tropiki	     3.453	     1.488	     1.445	     1.698	     1.287
troska	     2.969	     1.525	     1.585	     1.626	     1.345
troskliwy	     3.629	     1.404	     1.480	     1.498	     1.193
troszczyć się	     3.484	     1.431	     1.474	     1.477	     1.197
truchło	     1.308	     2.306	     2.501	     2.415	     2.239
trucizna	     1.145	     3.350	     2.845	     3.187	     2.837
trud	     1.604	     2.343	     2.108	     2.669	     2.062
trudność	     1.437	     2.677	     2.324	     2.429	     2.354
trudny	     1.556	     2.566	     2.125	     2.481	     2.132
trufla	     2.568	     1.549	     1.505	     1.641	     1.311
trumna	     1.144	     2.924	     3.315	     3.405	     3.059
trup	     1.131	     2.699	     3.204	     3.364	     2.943
truskawka	     3.668	     1.257	     1.398	     1.516	     1.212
trwać	     2.622	     1.384	     1.414	     1.356	     1.260
trwały	     3.058	     1.294	     1.394	     1.553	     1.200
trwoga	     1.241	     2.583	     2.667	     2.514	     2.286
trybula	     1.720	     1.675	     1.566	     1.806	     1.634
tryskać	     2.654	     1.559	     1.499	     2.045	     1.301
trząść	     1.653	     1.945	     1.862	     2.121	     1.886
trzcina	     2.040	     1.423	     1.364	     1.477	     1.464
trzeć	     1.897	     1.790	     1.948	     2.171	     1.749
trzeźwy	     2.895	     1.452	     1.390	     1.754	     1.273
trzęsienie ziemi	     1.142	     3.227	     2.925	     3.183	     2.856
trzmiel	     1.852	     1.887	     1.979	     2.206	     1.786
trzonowiec	     1.735	     1.653	     1.519	     1.719	     1.556
trzymać kciuki	     3.694	     1.466	     1.498	     1.669	     1.284
trzymać się	     2.768	     1.379	     1.450	     1.550	     1.256
tsunami	     1.140	     3.251	     2.925	     3.203	     2.905
tulić	     3.753	     1.398	     1.546	     1.549	     1.216
tulipan	     3.492	     1.156	     1.291	     1.276	     1.163
tułów	     1.745	     1.525	     1.459	     1.642	     1.512
tunel	     1.856	     1.456	     1.404	     1.583	     1.425
tuńczyk	     1.930	     1.443	     1.351	     1.510	     1.456
turbo	     2.848	     1.536	     1.505	     2.022	     1.341
Turcja	     2.347	     1.568	     1.571	     1.733	     1.466
tusza	     1.554	     1.881	     2.004	     2.138	     2.003
tuzin	     2.104	     1.420	     1.395	     1.502	     1.392
twardy	     2.552	     1.654	     1.451	     2.089	     1.399
twarz	     2.635	     1.450	     1.483	     1.704	     1.262
twist	     2.803	     1.580	     1.494	     1.885	     1.322
tworzenie	     3.585	     1.395	     1.399	     1.577	     1.203
tworzyć	     3.540	     1.369	     1.374	     1.638	     1.183
tworzywo	     2.019	     1.465	     1.370	     1.549	     1.377
twórczość	     3.528	     1.403	     1.386	     1.680	     1.266
twórczy	     3.739	     1.445	     1.496	     1.606	     1.213
tyczka	     1.926	     1.378	     1.358	     1.443	     1.362
tygrys	     2.975	     1.508	     1.432	     2.105	     1.287
tylko	     1.780	     1.673	     1.772	     1.902	     1.858
tyłek	     2.404	     1.670	     1.565	     2.001	     1.493
tymianek	     2.098	     1.307	     1.295	     1.312	     1.315
tynk	     1.861	     1.393	     1.380	     1.424	     1.381
typ	     1.760	     1.655	     1.536	     1.679	     1.553
tyran	     1.330	     3.166	     2.645	     3.500	     2.823
tysiąc	     3.058	     1.457	     1.394	     1.766	     1.250
tytoń	     1.634	     2.038	     1.938	     2.177	     1.890
tytuł	     2.587	     1.403	     1.356	     1.633	     1.289
ubierać	     2.414	     1.475	     1.470	     1.602	     1.347
ubieranie	     2.612	     1.359	     1.394	     1.536	     1.288
ubijać	     1.839	     1.839	     1.783	     2.008	     1.714
ubogi	     1.294	     2.380	     2.551	     2.415	     2.326
ubój	     1.195	     3.109	     2.696	     2.798	     2.622
ubóstwo	     1.261	     2.483	     2.689	     2.544	     2.414
ubranie	     2.766	     1.509	     1.590	     1.540	     1.330
ubzdryngolony	     1.408	     2.486	     2.644	     2.703	     2.168
ucho	     1.900	     1.473	     1.478	     1.543	     1.356
uchwyt	     1.773	     1.454	     1.395	     1.520	     1.423
uchylać się	     1.642	     1.886	     1.978	     2.089	     1.894
uciec	     1.614	     2.234	     2.388	     2.496	     1.922
uciecha	     3.681	     1.489	     1.495	     1.750	     1.305
uciekać	     1.360	     2.471	     2.627	     2.800	     2.134
uczciwość	     3.678	     1.411	     1.569	     1.515	     1.249
uczciwy	     3.768	     1.483	     1.555	     1.593	     1.245
uczesanie na jeża	     1.745	     1.739	     1.770	     1.991	     1.768
