	Joy	Anger	Sadness	Fear	Disgust
przyciskać	     1.608	     2.102	     1.852	     2.325	     1.809
przyczaić się	     1.802	     1.978	     1.918	     2.262	     1.813
przydatny	     3.503	     1.422	     1.483	     1.538	     1.229
przyglądać	     2.454	     1.582	     1.539	     1.754	     1.493
przygnębienie	     1.239	     2.373	     2.740	     2.379	     2.104
przygnębiony	     1.239	     2.343	     2.644	     2.335	     2.239
przygoda	     4.036	     1.315	     1.365	     1.538	     1.193
przyjaciel	     4.073	     1.311	     1.481	     1.461	     1.155
przyjacielskość	     3.950	     1.397	     1.524	     1.560	     1.176
przyjazny	     4.108	     1.321	     1.439	     1.509	     1.134
przyjaźń	     4.243	     1.218	     1.329	     1.357	     1.118
przyjemność	     4.209	     1.239	     1.363	     1.374	     1.128
przyjemny	     3.873	     1.404	     1.538	     1.549	     1.203
przyjęcie	     3.546	     1.441	     1.466	     1.708	     1.303
przyjrzeć się	     2.532	     1.451	     1.458	     1.627	     1.296
przyjść	     2.562	     1.370	     1.369	     1.516	     1.265
przykleić	     1.752	     1.576	     1.490	     1.593	     1.487
przykręcać	     1.734	     1.732	     1.569	     1.793	     1.672
przykry	     1.219	     2.438	     2.645	     2.410	     2.378
przylądek	     2.418	     1.387	     1.428	     1.543	     1.301
przyłbica	     2.252	     1.603	     1.509	     1.867	     1.411
przymus	     1.257	     2.658	     2.820	     2.955	     2.298
przynieść	     2.401	     1.513	     1.536	     1.579	     1.400
przypiąć	     1.892	     1.669	     1.548	     1.765	     1.608
przyprawy	     3.351	     1.414	     1.510	     1.554	     1.273
przypuszczać	     2.087	     1.648	     1.510	     1.785	     1.552
przyroda	     3.776	     1.187	     1.355	     1.434	     1.137
przyrząd	     1.714	     1.460	     1.417	     1.575	     1.497
przysięga	     3.431	     1.497	     1.474	     1.697	     1.316
przysięgać	     2.642	     1.571	     1.521	     2.009	     1.288
przysługa	     2.945	     1.395	     1.521	     1.608	     1.259
przystojniak	     3.564	     1.483	     1.422	     1.702	     1.313
przystojny	     3.915	     1.404	     1.406	     1.663	     1.227
przyszłość	     3.375	     1.496	     1.437	     1.743	     1.313
przytłoczony	     1.248	     2.479	     2.592	     2.379	     2.339
przytulić	     4.144	     1.283	     1.473	     1.436	     1.133
przytulne	     3.825	     1.215	     1.349	     1.496	     1.153
przytulny	     3.629	     1.291	     1.426	     1.578	     1.208
przyznać	     2.160	     1.658	     1.575	     2.019	     1.508
przyzwoitość	     3.231	     1.382	     1.540	     1.522	     1.256
przyzwoity	     2.961	     1.300	     1.554	     1.507	     1.225
przyzwyczaić	     1.904	     1.437	     1.347	     1.516	     1.456
psalm	     2.218	     1.384	     1.413	     1.528	     1.320
psiarnia	     1.459	     2.011	     2.058	     2.152	     2.088
psioczyć	     1.485	     2.302	     1.981	     2.074	     2.328
psota	     2.004	     1.789	     1.809	     2.120	     1.630
pstrąg	     2.379	     1.255	     1.253	     1.266	     1.250
psyche	     2.098	     1.658	     1.554	     2.004	     1.596
pszczoły	     1.894	     1.789	     1.741	     2.124	     1.730
pszenica	     2.586	     1.232	     1.284	     1.240	     1.300
ptak	     2.604	     1.358	     1.360	     1.494	     1.265
ptaszek	     2.797	     1.374	     1.389	     1.381	     1.337
pub	     3.323	     1.488	     1.476	     1.871	     1.346
puch	     3.004	     1.254	     1.338	     1.280	     1.300
puchar	     3.530	     1.357	     1.331	     1.638	     1.176
puchaty	     3.012	     1.268	     1.385	     1.308	     1.312
puchnąć	     1.515	     2.518	     2.142	     2.248	     2.336
pudel	     1.710	     1.502	     1.450	     1.688	     1.502
pudełko	     2.209	     1.338	     1.291	     1.387	     1.360
puf	     1.906	     1.420	     1.341	     1.397	     1.433
pukać	     2.141	     1.719	     1.666	     2.120	     1.565
puma	     2.894	     1.593	     1.491	     1.896	     1.309
punk	     2.108	     1.813	     1.802	     2.283	     1.683
punkt	     2.316	     1.511	     1.443	     1.728	     1.330
punktualność	     3.185	     1.419	     1.407	     1.554	     1.271
punktualny	     3.130	     1.442	     1.428	     1.622	     1.286
puree	     2.136	     1.467	     1.420	     1.563	     1.388
purpurowy	     2.153	     1.619	     1.466	     1.831	     1.401
pusty	     1.481	     2.030	     2.189	     2.132	     1.802
puszka	     2.163	     1.417	     1.400	     1.541	     1.384
pycha	     1.556	     2.408	     2.024	     2.605	     2.112
pył	     1.774	     1.560	     1.681	     1.871	     1.663
pysk	     1.648	     1.763	     1.842	     2.098	     1.840
pytanie	     2.137	     1.671	     1.584	     1.979	     1.541
pyton	     1.601	     2.278	     1.959	     2.511	     2.013
rabbi	     2.124	     1.496	     1.450	     1.642	     1.439
rabin	     2.224	     1.448	     1.412	     1.653	     1.318
rabuś	     1.342	     2.911	     2.180	     2.242	     2.480
racja	     3.101	     1.447	     1.437	     1.624	     1.275
racjonalny	     3.165	     1.473	     1.449	     1.642	     1.285
rada	     2.731	     1.412	     1.375	     1.666	     1.264
radar	     1.559	     2.164	     1.892	     2.434	     1.867
radio	     3.309	     1.395	     1.550	     1.570	     1.265
radiowóz	     1.615	     2.373	     2.025	     2.837	     2.286
radosny	     4.144	     1.278	     1.347	     1.462	     1.166
radość	     4.224	     1.346	     1.361	     1.574	     1.182
radzić sobie	     3.784	     1.393	     1.386	     1.465	     1.159
rafinowany	     1.822	     1.709	     1.545	     1.822	     1.636
raj	     4.120	     1.320	     1.460	     1.459	     1.143
rak	     1.154	     2.844	     3.015	     3.153	     2.772
rakieta	     2.443	     1.720	     1.579	     2.279	     1.453
ramię	     2.186	     1.567	     1.449	     1.677	     1.468
rana	     1.208	     2.753	     2.532	     2.459	     2.594
ranczo	     2.571	     1.427	     1.419	     1.578	     1.276
randka	     3.776	     1.427	     1.420	     1.778	     1.306
rano	     1.795	     1.503	     1.445	     1.642	     1.445
rany	     1.182	     2.767	     2.813	     2.835	     2.711
raport	     1.738	     1.707	     1.565	     1.761	     1.599
raportować	     1.746	     1.555	     1.491	     1.643	     1.456
ratownik	     3.219	     1.464	     1.437	     1.910	     1.284
ratrakowanie	     2.391	     1.571	     1.505	     1.761	     1.348
ratunek	     3.502	     1.514	     1.487	     1.793	     1.308
ratunkowy	     3.070	     1.531	     1.496	     1.978	     1.304
rdza	     1.459	     2.011	     2.058	     2.152	     2.088
rdzeń	     2.255	     1.609	     1.443	     1.686	     1.374
rdzewieć	     1.311	     2.141	     2.523	     2.365	     1.996
realistyczny	     2.934	     1.508	     1.475	     1.893	     1.302
recesja	     1.517	     2.302	     2.264	     2.332	     2.264
reflektor	     2.180	     1.693	     1.490	     1.821	     1.390
region	     1.812	     1.344	     1.344	     1.452	     1.283
regularny	     2.901	     1.301	     1.396	     1.498	     1.226
rejs	     3.414	     1.316	     1.520	     1.565	     1.218
rekin	     1.729	     2.529	     2.020	     2.736	     1.995
rekompensować	     3.293	     1.439	     1.431	     1.675	     1.251
rekrutować	     2.297	     1.709	     1.459	     1.935	     1.407
relaks	     4.017	     1.213	     1.332	     1.439	     1.135
religia	     2.276	     1.563	     1.568	     1.821	     1.427
religijny	     2.084	     1.481	     1.463	     1.571	     1.420
respekt	     3.540	     1.350	     1.385	     1.574	     1.186
restauracja	     3.291	     1.423	     1.483	     1.593	     1.283
reszta	     2.119	     1.452	     1.410	     1.560	     1.386
reumatyzm	     1.243	     2.251	     2.756	     2.340	     2.116
rewolwer	     1.770	     2.560	     1.969	     2.686	     1.938
rezygnacja	     1.252	     2.266	     2.825	     2.504	     1.963
ręka	     2.373	     1.357	     1.386	     1.527	     1.274
rękaw	     2.064	     1.507	     1.482	     1.656	     1.485
robactwo	     1.212	     2.380	     2.891	     2.672	     2.447
robak	     1.507	     2.389	     2.299	     2.329	     2.264
robić aluzje	     1.578	     2.137	     1.986	     2.551	     1.918
robić na drutach	     2.455	     1.292	     1.346	     1.264	     1.350
robienie	     2.342	     1.530	     1.533	     1.739	     1.323
robot	     2.326	     1.581	     1.562	     1.681	     1.472
rodnik	     1.681	     1.731	     1.585	     1.821	     1.669
rodzaj	     2.054	     1.433	     1.426	     1.516	     1.389
rodzina	     4.102	     1.330	     1.454	     1.542	     1.132
rodzynek	     2.541	     1.299	     1.351	     1.396	     1.314
roić się	     1.612	     2.384	     2.052	     2.405	     2.091
rok	     2.313	     1.392	     1.376	     1.526	     1.319
rola	     2.497	     1.330	     1.309	     1.494	     1.265
rolnik	     2.436	     1.250	     1.230	     1.261	     1.233
rolować	     1.647	     1.925	     1.744	     2.026	     1.794
romantyczny	     3.610	     1.433	     1.446	     1.688	     1.300
romantyzm	     3.530	     1.454	     1.471	     1.731	     1.322
rondel	     1.998	     1.465	     1.446	     1.599	     1.400
ropa	     1.847	     1.774	     1.536	     1.829	     1.591
rosa	     2.529	     1.260	     1.334	     1.255	     1.298
Rosja	     1.829	     2.121	     1.841	     2.536	     1.929
rosnąć	     3.354	     1.490	     1.491	     1.656	     1.297
roszczenie	     1.556	     2.419	     1.967	     2.512	     2.140
roślina	     2.872	     1.336	     1.479	     1.482	     1.273
rotować	     2.138	     1.701	     1.632	     2.036	     1.575
rowek	     2.012	     1.530	     1.481	     1.640	     1.596
rower	     3.510	     1.418	     1.526	     1.503	     1.247
rozbawienie	     3.813	     1.414	     1.429	     1.713	     1.267
rozbić	     1.472	     2.691	     2.084	     2.370	     2.174
rozbój	     1.243	     3.235	     2.588	     3.252	     2.657
rozchlapać	     1.689	     1.835	     1.956	     2.137	     1.869
rozchmurzyć się	     3.642	     1.399	     1.466	     1.615	     1.256
rozciągać	     2.035	     1.665	     1.579	     1.938	     1.543
rozczarowanie	     1.200	     2.631	     2.822	     2.670	     2.334
rozczarowany	     1.244	     2.658	     2.993	     2.948	     2.426
rozdrabnianie	     1.805	     1.772	     1.946	     1.985	     1.834
rozdrażnienie	     1.237	     2.923	     2.667	     2.581	     2.521
rozdrażniony	     1.336	     2.943	     2.561	     3.037	     2.336
rozdzielać	     1.579	     2.115	     1.892	     2.266	     1.863
rozdzielenie	     1.655	     1.928	     1.936	     2.134	     1.937
rozebrać się	     2.742	     1.618	     1.567	     1.774	     1.468
rozgarnięty	     3.198	     1.454	     1.421	     1.642	     1.259
rozklekotany	     1.520	     2.284	     2.379	     2.450	     2.068
rozkład	     1.760	     1.841	     2.079	     2.070	     1.878
rozkładać się	     1.454	     2.345	     2.445	     2.416	     2.204
rozkochiwać	     3.408	     1.497	     1.523	     1.901	     1.328
rozkosz	     4.177	     1.274	     1.343	     1.534	     1.176
rozkoszny	     3.723	     1.443	     1.461	     1.725	     1.301
rozluźniony	     3.497	     1.214	     1.450	     1.397	     1.174
rozładować	     1.797	     1.748	     1.640	     1.869	     1.686
rozładowany	     1.658	     1.864	     1.939	     1.967	     1.971
rozmawiać	     3.439	     1.382	     1.486	     1.514	     1.219
rozmazany	     1.589	     1.943	     2.125	     2.129	     1.909
rozmiar	     1.817	     1.659	     1.540	     1.697	     1.604
rozmoczony	     1.306	     2.170	     2.487	     2.200	     2.156
rozmowny	     3.396	     1.399	     1.390	     1.638	     1.245
rozmyślać	     2.869	     1.368	     1.519	     1.487	     1.298
rozpacz	     1.152	     2.794	     3.156	     3.310	     2.940
rozpalić	     2.920	     1.526	     1.503	     1.963	     1.335
rozpiętość	     2.268	     1.581	     1.473	     1.797	     1.393
rozpisywanie	     1.946	     1.696	     1.612	     1.915	     1.574
rozpocząć	     2.446	     1.476	     1.456	     1.667	     1.292
rozprawka	     1.552	     1.866	     1.758	     1.983	     1.766
rozpryskiwać	     1.851	     1.803	     1.916	     2.147	     1.770
rozprzestrzeniać	     1.689	     2.090	     1.850	     2.371	     1.857
rozprzestrzenienie	     2.070	     1.862	     1.747	     2.126	     1.706
rozpusta	     1.804	     2.019	     1.880	     2.567	     1.844
rozpylać	     1.890	     1.819	     1.627	     1.903	     1.627
rozrywka	     3.775	     1.421	     1.450	     1.781	     1.312
rozrzedzone	     1.519	     2.033	     2.136	     2.196	     2.028
rozrzutnik	     1.544	     2.250	     1.942	     2.082	     2.031
rozrzutny	     1.559	     2.505	     2.091	     2.165	     2.149
rozsądny	     3.615	     1.331	     1.351	     1.606	     1.190
rozsiać	     1.888	     1.515	     1.427	     1.555	     1.469
rozszczepić	     1.723	     1.884	     1.821	     2.194	     1.763
rozszczepienie	     1.755	     2.061	     1.987	     2.346	     1.746
roztropność	     2.966	     1.420	     1.512	     1.640	     1.256
roztrząsać	     1.589	     2.440	     2.095	     2.286	     2.167
rozwaga	     3.278	     1.365	     1.454	     1.646	     1.252
rozważać	     2.388	     1.540	     1.506	     1.731	     1.313
rozwiać	     2.302	     1.714	     1.615	     1.960	     1.519
rozwinięty	     3.442	     1.410	     1.413	     1.667	     1.229
rozwód	     1.147	     3.000	     3.318	     3.314	     2.770
rozwścieczony	     1.225	     3.217	     2.933	     3.568	     2.949
róg	     1.758	     1.628	     1.534	     1.727	     1.519
rój	     1.560	     2.343	     2.101	     2.692	     2.131
rów	     1.861	     1.592	     1.669	     1.870	     1.813
równie	     2.069	     1.287	     1.254	     1.326	     1.362
równina	     2.248	     1.344	     1.292	     1.400	     1.344
równowaga	     2.949	     1.411	     1.523	     1.595	     1.269
rózga	     1.362	     2.788	     2.115	     2.300	     2.493
róża	     3.523	     1.301	     1.509	     1.478	     1.231
różnić się	     2.239	     1.596	     1.569	     1.934	     1.462
różowy	     1.786	     1.527	     1.503	     1.669	     1.523
rtęć	     1.723	     1.866	     1.783	     1.995	     1.831
rubel	     1.974	     1.488	     1.466	     1.613	     1.443
rubin	     3.059	     1.431	     1.447	     1.592	     1.286
rubryka	     1.867	     1.398	     1.368	     1.381	     1.419
ruch	     3.229	     1.542	     1.499	     1.897	     1.318
ruchliwość	     2.911	     1.502	     1.489	     1.968	     1.295
ruchome piaski	     1.695	     1.991	     2.114	     2.214	     1.865
ruchomy	     2.244	     1.599	     1.546	     1.896	     1.426
ruda	     2.459	     1.712	     1.616	     1.844	     1.571
rudera	     1.282	     2.353	     2.386	     2.352	     2.406
